I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
36167.000000,-0.779236,-26.067961,0.655959,-2.689941,2.260254,-2.299316,2.260799,-6.381162,2.802558,-0.107849,-0.107462,-1.067585
36168.000000,-0.779236,-26.067961,0.655959,-2.689941,2.260254,-2.299316,2.256764,-6.800969,2.774761,-0.085205,-0.109094,-1.081481
36169.000000,8.428082,-0.885033,4.863276,2.502441,-2.136230,-1.210938,2.133616,-7.684285,2.659734,-0.073470,-0.101236,-1.097713
36170.000000,-8.523139,-4.665521,0.899862,-1.913574,1.840332,-1.869629,2.085410,-8.333295,2.662274,-0.060295,-0.094395,-1.114993
36171.000000,12.269545,3.993016,3.887667,0.590820,-2.101563,1.050293,2.046301,-8.824304,2.704169,-0.049055,-0.088847,-1.131119
36172.000000,-4.437773,-0.946009,4.009618,0.264160,1.290527,-3.284668,2.110236,-8.850329,2.764824,-0.041902,-0.083774,-1.147249
36173.000000,16.232960,-11.189911,3.765716,-0.658691,-0.690918,1.286621,2.352067,-8.261734,2.857405,-0.038260,-0.077059,-1.163731
36174.000000,-2.730455,-16.372839,4.680349,1.732910,-1.019531,-3.145508,2.862166,-7.417918,3.001017,-0.033078,-0.073662,-1.174947
36175.000000,11.293935,-21.677717,2.424252,-2.918457,0.660156,0.242188,3.404782,-6.956997,3.196475,-0.025725,-0.075888,-1.181428
36176.000000,-5.779236,4.785699,4.009618,3.188477,-0.659180,-2.330078,3.782483,-7.177733,3.376496,-0.019641,-0.078512,-1.185535
36177.000000,-1.998748,8.078382,5.534008,3.818359,-0.288086,-0.968750,3.707384,-7.303999,3.598838,0.000604,-0.082513,-1.191271
36178.000000,-1.998748,8.078382,5.534008,3.818359,-0.288086,-0.968750,3.047052,-6.697086,3.896529,0.044877,-0.087563,-1.200805
36179.000000,13.550033,-6.982594,2.485228,-3.412109,0.835938,-0.188477,2.457631,-5.564946,4.107956,0.095519,-0.089884,-1.209078
36180.000000,4.830520,-8.689911,6.814496,4.298828,-1.305664,-1.379395,2.492892,-4.268161,4.215587,0.143004,-0.091408,-1.212271
36181.000000,4.586617,-29.909426,1.143764,-4.346191,2.089844,-1.103027,2.837235,-3.499931,4.300515,0.190342,-0.092561,-1.211200
36182.000000,6.903691,2.102772,5.777910,4.271973,-1.815918,-2.897461,3.260692,-3.813129,4.334361,0.234050,-0.091355,-1.211236
