I0,I1,I2,I3,I4,I5,I6,I7,I8,I9
65.000000,-4.000000,1.000000,-5.000000,-1.000000,-5.070000,-1.380000,0.000000,0.000000,0.000000
61.000000,-5.000000,0.000000,-5.000000,0.000000,-5.640000,-0.080000,0.000000,0.000000,0.000000
68.000000,-5.000000,1.000000,-6.000000,-1.000000,-6.310000,-0.310000,0.000000,0.000000,0.000000
75.000000,-5.000000,1.000000,-7.000000,-1.000000,-6.760000,-0.910000,0.000000,0.000000,0.000000
79.000000,-6.000000,2.000000,-8.000000,-3.000000,-7.720000,-2.970000,0.000000,0.000000,0.000000
80.000000,-6.000000,2.000000,-8.000000,-3.000000,-8.210000,-3.110000,0.000000,0.000000,0.000000
81.000000,-6.000000,2.000000,-8.000000,-3.000000,-8.170000,-3.080000,0.000000,0.000000,0.000000
81.000000,-6.000000,2.000000,-8.000000,-3.000000,-8.100000,-2.730000,0.000000,0.000000,0.000000
80.000000,-6.000000,1.000000,-8.000000,-1.000000,-8.060000,-1.150000,0.000000,0.000000,0.000000
79.000000,-5.000000,1.000000,-7.000000,-1.000000,-7.110000,-0.880000,0.000000,0.000000,0.000000
80.000000,-6.000000,2.000000,-8.000000,-3.000000,-7.880000,-2.900000,0.000000,0.000000,0.000000
80.000000,-6.000000,2.000000,-8.000000,-3.000000,-8.030000,-3.060000,0.000000,0.000000,0.000000
80.000000,-6.000000,2.000000,-8.000000,-3.000000,-8.030000,-3.470000,0.000000,0.000000,0.000000
79.000000,-6.000000,2.000000,-8.000000,-3.000000,-8.020000,-3.050000,0.000000,0.000000,0.000000
78.000000,-6.000000,2.000000,-8.000000,-3.000000,-8.010000,-3.010000,0.000000,0.000000,0.000000
77.000000,-6.000000,2.000000,-8.000000,-3.000000,-8.010000,-3.000000,0.000000,0.000000,0.000000
76.000000,-6.000000,2.000000,-8.000000,-3.000000,-8.000000,-2.820000,0.000000,0.000000,0.000000
77.000000,-5.000000,1.000000,-7.000000,-1.000000,-6.990000,-0.960000,0.000000,0.000000,0.000000
77.000000,-6.000000,1.000000,-8.000000,-1.000000,-7.720000,-0.860000,0.000000,0.000000,0.000000
76.000000,-6.000000,1.000000,-8.000000,-1.000000,-8.020000,-0.900000,0.000000,0.000000,0.000000
69.000000,-6.000000,1.000000,-7.000000,-1.000000,-7.020000,-0.940000,0.000000,0.000000,0.000000
72.000000,-6.000000,1.000000,-8.000000,-1.000000,-7.450000,-0.960000,0.000000,0.000000,0.000000
72.000000,-6.000000,0.000000,-8.000000,0.000000,-8.010000,-0.480000,0.000000,0.000000,0.000000
73.000000,-6.000000,0.000000,-8.000000,0.000000,-8.040000,0.060000,0.000000,0.000000,0.000000
73.000000,-6.000000,0.000000,-8.000000,0.000000,-8.030000,0.070000,0.000000,0.000000,0.000000
73.000000,-6.000000,0.000000,-8.000000,0.000000,-8.020000,0.050000,0.000000,0.000000,0.000000
74.000000,-6.000000,1.000000,-8.000000,-1.000000,-8.010000,-0.990000,0.000000,0.000000,0.000000
73.000000,-6.000000,1.000000,-8.000000,-1.000000,-8.010000,-1.060000,0.000000,0.000000,0.000000
72.000000,-5.000000,0.000000,-6.000000,0.000000,-7.000000,-0.540000,0.000000,0.000000,0.000000
70.000000,-5.000000,1.000000,-6.000000,-1.000000,-5.930000,-0.570000,0.000000,0.000000,0.000000
68.000000,-5.000000,0.000000,-6.000000,0.000000,-5.880000,-0.010000,0.000000,0.000000,0.000000
67.000000,-4.000000,0.000000,-5.000000,0.000000,-5.160000,0.030000,0.000000,0.000000,0.000000
66.000000,-5.000000,0.000000,-6.000000,0.000000,-5.740000,0.020000,0.000000,0.000000,0.000000
66.000000,-4.000000,0.000000,-5.000000,0.000000,-4.970000,0.010000,0.000000,0.000000,0.000000
67.000000,-4.000000,0.000000,-5.000000,0.000000,-4.930000,0.010000,0.000000,0.000000,0.000000
67.000000,-5.000000,0.000000,-6.000000,0.000000,-5.950000,0.000000,0.000000,0.000000,0.000000
69.000000,-5.000000,0.000000,-6.000000,0.000000,-6.030000,0.000000,0.000000,0.000000,0.000000
69.000000,-5.000000,0.000000,-6.000000,0.000000,-6.020000,0.000000,0.000000,0.000000,0.000000
69.000000,-5.000000,0.000000,-6.000000,0.000000,-6.020000,0.000000,0.000000,0.000000,0.000000
