I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21
26763.000000,-3.245118,5.363445,3.839559,6.443395,4.150687,0.457378,52.317974,19.858406,0.000000,-6.427620,13.914984,0.000000,-37.203987,97.373070,0.000000,1.572705,2.350412,-0.300962,2.660000,3.000000,0.000000
26764.000000,-2.859072,4.658782,3.992624,6.452572,4.133985,0.445307,50.282875,19.860083,0.000000,-2.781426,13.914910,0.000000,-39.020496,97.362427,0.000000,1.570136,2.354699,-0.296871,2.660000,3.000000,0.000000
26765.000000,-2.396344,3.546722,3.891097,6.452572,4.133985,0.445307,47.784149,19.861675,0.000000,3.112491,13.914992,0.000000,-37.903690,97.352089,0.000000,1.568019,2.357854,-0.292913,2.660000,3.000000,0.000000
26766.000000,-1.937847,2.480300,3.550950,6.466197,4.111984,0.433987,45.381840,19.863188,0.000000,8.647924,13.915221,0.000000,-34.286598,97.342735,0.000000,1.566343,2.359932,-0.289324,2.660000,3.000000,0.000000
26770.000000,-1.405406,1.737074,3.076122,6.466197,4.111984,0.433987,42.506653,19.868855,0.000000,12.587023,13.916552,0.000000,-29.063484,97.311028,0.000000,1.565179,2.361260,-0.286231,2.660000,3.000000,0.000000
26771.000000,-0.472507,1.983935,1.889713,6.482408,4.086945,0.425575,37.556538,19.875374,0.000000,11.145950,13.918310,0.000000,-16.105516,97.281670,0.000000,1.564257,2.364010,-0.281805,2.660000,3.000000,0.000000
26772.000000,-2.120699,9.335226,1.215772,6.516082,4.028398,0.416278,46.638622,19.879578,0.000000,-28.126192,13.917338,0.000000,-8.794433,97.273849,0.000000,1.560822,2.382447,-0.277519,2.660000,3.000000,0.000000
26773.000000,-3.202861,12.201570,1.300925,6.516082,4.028398,0.416278,52.482292,19.881327,0.000000,-43.317814,13.916194,0.000000,-9.731111,97.271194,0.000000,1.557752,2.394463,-0.275919,2.660000,3.000000,0.000000
26774.000000,-4.056787,13.853954,1.455372,6.534257,3.985513,0.411181,57.191635,19.883232,0.000000,-52.302738,13.914906,0.000000,-11.486099,97.268059,0.000000,1.553830,2.408119,-0.274121,2.660000,3.000000,0.000000
26775.000000,-4.460271,13.839718,1.590937,6.534257,3.985513,0.411181,59.370457,19.885212,0.000000,-52.227283,13.913526,0.000000,-12.977321,97.264519,0.000000,1.549512,2.421750,-0.272188,2.660000,3.000000,0.000000
26776.000000,-4.370066,12.489175,1.616299,6.555522,3.926884,0.405402,58.998180,19.887178,0.000000,-45.380138,13.912707,0.000000,-13.319861,97.260887,0.000000,1.545279,2.434026,-0.270268,2.660000,3.000000,0.000000
26780.000000,-3.820502,10.540519,1.541445,6.555522,3.926884,0.405402,56.030533,19.894650,0.000000,-35.052265,13.909003,0.000000,-12.496469,97.247253,0.000000,1.541593,2.444371,-0.268476,2.660000,3.000000,0.000000
26781.000000,-1.069886,3.568421,0.914371,6.607233,3.770502,0.396865,41.456440,19.914959,0.000000,1.071028,13.904410,0.000000,-5.692572,97.218422,0.000000,1.534429,2.467261,-0.263601,2.660000,3.000000,0.000000
26782.000000,-1.004412,2.605444,1.070306,6.634412,3.685147,0.393742,41.249649,19.916334,0.000000,5.722425,13.904481,0.000000,-7.442202,97.216393,0.000000,1.533519,2.469810,-0.262495,2.660000,3.000000,0.000000
26783.000000,-1.211584,1.942239,1.332882,6.634412,3.685147,0.393742,42.368378,19.917746,0.000000,9.237412,13.904725,0.000000,-10.330541,97.213577,0.000000,1.532393,2.471675,-0.261145,2.660000,3.000000,0.000000
26784.000000,-1.641956,1.831371,1.567769,6.660674,3.603398,0.389346,44.834206,19.919241,0.000000,9.391743,13.904846,0.000000,-12.962652,97.210045,0.000000,1.530821,2.473408,-0.259564,2.660000,3.000000,0.000000
26785.000000,-2.181520,2.237593,1.651030,6.660674,3.603398,0.389346,47.747845,19.920832,0.000000,7.238762,13.905038,0.000000,-13.878521,97.206261,0.000000,1.528700,2.475537,-0.257890,2.660000,3.000000,0.000000
26786.000000,-2.707014,2.969360,1.587325,6.686199,3.528380,0.384391,50.723354,19.922522,0.000000,2.962809,13.905080,0.000000,-13.232274,97.202652,0.000000,1.526032,2.478393,-0.256261,2.660000,3.000000,0.000000
26790.000000,-3.264709,4.004759,1.496982,6.686199,3.528380,0.384391,53.734909,19.929686,0.000000,-2.524806,13.904813,0.000000,-12.238493,97.189301,0.000000,1.522801,2.482288,-0.254695,2.660000,3.000000,0.000000
26791.000000,-4.651194,6.292670,1.479537,6.712265,3.459690,0.379691,61.362679,19.939411,0.000000,-15.014795,13.903440,0.000000,-12.098308,97.172966,0.000000,1.514338,2.493619,-0.251516,2.660000,3.000000,0.000000
26792.000000,-5.828537,9.339191,1.836302,6.773607,3.327916,0.368921,68.051582,19.946035,0.000000,-31.859760,13.901927,0.000000,-16.141193,97.161278,0.000000,1.498238,2.518323,-0.245947,2.660000,3.000000,0.000000
26793.000000,-6.063440,10.609059,1.993065,6.773607,3.327916,0.368921,69.320061,19.948345,0.000000,-38.590061,13.900908,0.000000,-17.865585,97.156403,0.000000,1.492333,2.528882,-0.243710,2.660000,3.000000,0.000000
26794.000000,-6.142430,11.752880,2.011848,6.811914,3.255792,0.362142,69.953461,19.950678,0.000000,-45.034569,13.900248,0.000000,-18.146774,97.151451,0.000000,1.486309,2.540569,-0.241428,2.660000,3.000000,0.000000
26795.000000,-5.857981,12.464844,1.845921,6.811914,3.255792,0.362142,68.417435,19.952959,0.000000,-48.807980,13.898958,0.000000,-16.321575,97.147003,0.000000,1.480536,2.552962,-0.239295,2.660000,3.000000,0.000000
26796.000000,-5.109550,12.641261,1.584782,6.855715,3.173970,0.356132,64.612434,19.954926,0.000000,-50.176643,13.898311,0.000000,-13.515148,97.143318,0.000000,1.475472,2.565532,-0.237422,2.660000,3.000000,0.000000
26800.000000,-3.989454,12.172456,1.353642,6.855715,3.173970,0.356132,58.563915,19.962734,0.000000,-47.691975,13.893271,0.000000,-10.972607,97.131348,0.000000,1.471519,2.577635,-0.235792,2.660000,3.000000,0.000000
26801.000000,0.348839,5.936479,1.995136,6.949759,2.980468,0.347327,35.644970,19.981894,0.000000,-15.666860,13.882545,0.000000,-18.125904,97.095253,0.000000,1.467849,2.610876,-0.229441,2.660000,3.000000,0.000000
26802.000000,0.458068,4.879023,2.820955,6.992412,2.876902,0.339799,35.285458,19.982996,0.000000,-10.611240,13.882436,0.000000,-27.292711,97.087807,0.000000,1.468377,2.615669,-0.226533,2.660000,3.000000,0.000000
26803.000000,0.052142,4.129621,3.554677,6.992412,2.876902,0.339799,37.477459,19.984245,0.000000,-6.639407,13.882260,0.000000,-35.363659,97.078163,0.000000,1.468462,2.619699,-0.222913,2.660000,3.000000,0.000000
26804.000000,-0.845465,3.585318,3.934890,7.029223,2.776000,0.328394,42.523315,19.985662,0.000000,-4.289386,13.882215,0.000000,-39.671459,97.067345,0.000000,1.467598,2.623170,-0.218929,2.660000,3.000000,0.000000
26805.000000,-1.856521,3.139493,3.837728,7.029223,2.776000,0.328394,47.983021,19.987263,0.000000,-1.926517,13.882165,0.000000,-38.602676,97.056816,0.000000,1.465633,2.626191,-0.215059,2.660000,3.000000,0.000000
26806.000000,-2.563483,2.672146,3.354870,7.061258,2.681943,0.317529,51.973606,19.988995,0.000000,0.051921,13.882166,0.000000,-33.410744,97.047707,0.000000,1.462874,2.628751,-0.211686,2.660000,3.000000,0.000000
26810.000000,-2.885590,2.088846,2.769375,7.061258,2.681943,0.317529,53.712986,19.996157,0.000000,3.143412,13.882498,0.000000,-26.970299,97.018288,0.000000,1.459730,2.630731,-0.208916,2.660000,3.000000,0.000000
26811.000000,-2.813149,1.422178,2.368838,7.090656,2.597663,0.309846,53.480545,19.997940,0.000000,6.230070,13.882576,0.000000,-22.648903,97.012108,0.000000,1.456646,2.632037,-0.206564,2.660000,3.000000,0.000000
26812.000000,-1.070007,1.844088,3.738146,7.145327,2.463577,0.292460,44.362804,20.004177,0.000000,3.283294,13.883226,0.000000,-37.902546,96.980644,0.000000,1.449384,2.636191,-0.194974,2.660000,3.000000,0.000000
26813.000000,-1.323365,2.664698,4.102583,7.145327,2.463577,0.292460,45.730930,20.005701,0.000000,-1.065941,13.883198,0.000000,-41.911350,96.969215,0.000000,1.447720,2.638914,-0.190862,2.660000,3.000000,0.000000
26814.000000,-1.723400,2.877156,4.015396,7.170934,2.411198,0.280254,48.029404,20.007301,0.000000,-2.469576,13.883148,0.000000,-41.086567,96.958008,0.000000,1.445584,2.641918,-0.186836,2.660000,3.000000,0.000000
26815.000000,-2.034542,2.217230,3.629433,7.170934,2.411198,0.280254,49.709576,20.008959,0.000000,1.028031,13.883175,0.000000,-36.840977,96.947960,0.000000,1.443093,2.644316,-0.183214,2.660000,3.000000,0.000000
26816.000000,-2.049783,0.893313,3.282425,7.196134,2.366058,0.269958,49.927956,20.010624,0.000000,7.805545,13.883358,0.000000,-33.137135,96.938919,0.000000,1.440575,2.645415,-0.179972,2.660000,3.000000,0.000000
26820.000000,-1.718247,-0.620978,3.178875,7.196134,2.366058,0.269958,48.137657,20.017042,0.000000,15.831291,13.885031,0.000000,-31.998093,96.904015,0.000000,1.438390,2.644990,-0.176872,2.660000,3.000000,0.000000
26821.000000,0.868137,-1.579077,4.977172,7.244781,2.300378,0.248716,34.433880,20.034805,0.000000,20.561110,13.893065,0.000000,-52.013016,96.762215,0.000000,1.436332,2.637213,-0.160932,2.660000,3.000000,0.000000
26822.000000,1.262898,-0.846858,5.409811,7.265573,2.280952,0.233404,32.414448,20.035885,0.000000,16.577394,13.893503,0.000000,-56.940472,96.746689,0.000000,1.437274,2.636287,-0.155603,2.660000,3.000000,0.000000
26823.000000,1.372796,-0.344314,5.427457,7.265573,2.280952,0.233404,31.820995,20.036945,0.000000,13.913910,13.893870,0.000000,-57.134575,96.731110,0.000000,1.438322,2.635835,-0.150244,2.660000,3.000000,0.000000
26824.000000,1.337937,-0.358206,5.005198,7.282131,2.268883,0.217962,32.098652,20.038015,0.000000,13.923573,13.894238,0.000000,-52.659599,96.716751,0.000000,1.439303,2.635324,-0.145308,2.660000,3.000000,0.000000
26825.000000,1.400649,-1.109658,4.360497,7.282131,2.268883,0.217962,31.760002,20.039074,0.000000,17.906263,13.894711,0.000000,-45.567886,96.704323,0.000000,1.440310,2.634042,-0.141036,2.660000,3.000000,0.000000
26826.000000,1.648721,-2.610837,3.750116,7.293841,2.263517,0.206122,30.483646,20.040091,0.000000,25.834076,13.895394,0.000000,-38.983944,96.693687,0.000000,1.441519,2.631256,-0.137414,2.660000,3.000000,0.000000
26830.000000,1.947655,-4.524727,3.265042,7.293841,2.263517,0.206122,28.869406,20.043940,0.000000,35.977695,13.899196,0.000000,-33.648125,96.656982,0.000000,1.442959,2.626539,-0.134328,2.660000,3.000000,0.000000
26831.000000,2.465356,-7.203812,2.838704,7.300439,2.266766,0.197428,26.109453,20.048481,0.000000,50.194061,13.905286,0.000000,-29.054035,96.616219,0.000000,1.446398,2.612664,-0.129032,2.660000,3.000000,0.000000
26832.000000,2.221313,-5.497578,3.463875,7.298537,2.307696,0.180004,27.417011,20.051050,0.000000,41.367958,13.908937,0.000000,-36.122581,96.588684,0.000000,1.451866,2.592694,-0.120003,2.660000,3.000000,0.000000
26833.000000,1.368442,-4.706990,3.421711,7.298537,2.307696,0.180004,32.022511,20.052118,0.000000,37.177841,13.909920,0.000000,-35.658779,96.578957,0.000000,1.452477,2.587708,-0.116776,2.660000,3.000000,0.000000
26834.000000,0.262773,-4.407877,3.122070,7.292305,2.343998,0.170764,37.959476,20.053383,0.000000,35.784943,13.910865,0.000000,-32.464375,96.570099,0.000000,1.451952,2.583022,-0.113842,2.660000,3.000000,0.000000
26835.000000,-0.968584,-4.615810,2.687259,7.292305,2.343998,0.170764,44.608803,20.054871,0.000000,36.886986,13.911839,0.000000,-27.681454,96.562546,0.000000,1.450173,2.578128,-0.111349,2.660000,3.000000,0.000000
26836.000000,-2.111587,-5.150602,2.279453,7.286553,2.388094,0.163918,50.749958,20.056562,0.000000,39.955093,13.912797,0.000000,-23.270880,96.556198,0.000000,1.447196,2.572703,-0.109279,2.660000,3.000000,0.000000
26840.000000,-3.002241,-5.736180,1.925915,7.286553,2.388094,0.163918,55.559486,20.063971,0.000000,43.058655,13.917347,0.000000,-19.381968,96.535057,0.000000,1.443270,2.566694,-0.107578,2.660000,3.000000,0.000000
26841.000000,-1.775637,-6.089145,0.921471,7.290427,2.495360,0.156588,48.956745,20.088278,0.000000,45.497879,13.933173,0.000000,-8.413713,96.491554,0.000000,1.427642,2.540954,-0.103711,2.660000,3.000000,0.000000
26842.000000,-0.788459,-5.590937,0.755741,7.302114,2.556721,0.154773,43.689091,20.089735,0.000000,43.182590,13.933917,0.000000,-6.610650,96.489754,0.000000,1.425728,2.535203,-0.103182,2.660000,3.000000,0.000000
26843.000000,-0.052916,-4.896238,0.517756,7.302114,2.556721,0.154773,39.717163,20.091059,0.000000,39.500687,13.934960,0.000000,-3.992807,96.488663,0.000000,1.424503,2.530161,-0.102876,2.660000,3.000000,0.000000
26844.000000,0.211825,-4.359316,0.275872,7.318078,2.620907,0.154195,38.373764,20.092339,0.000000,36.995186,13.935570,0.000000,-1.338447,96.488297,0.000000,1.423554,2.525660,-0.102796,2.660000,3.000000,0.000000
26845.000000,0.017807,-4.337265,0.206338,7.318078,2.620907,0.154195,39.421463,20.093653,0.000000,36.878315,13.936543,0.000000,-0.573571,96.488136,0.000000,1.422339,2.521203,-0.102961,2.660000,3.000000,0.000000
26846.000000,-0.471527,-4.765111,0.354762,7.336490,2.686172,0.154223,42.163296,20.095058,0.000000,39.491802,13.937182,0.000000,-2.205935,96.487534,0.000000,1.420662,2.516297,-0.102815,2.660000,3.000000,0.000000
