I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23
195270.000000,1000.000000,1036.003784,6.401438,40.509895,29.964766,2.682313,0.000000,5.189023,-0.726463,0.482378,0.000000,-0.244086,-77.599998,1.349407,-11.052917,2.114501,0.000000,-8.938416,-0.024086,-10.738416,-0.990890,-7.215603,-1.575270
195290.000000,1000.000000,1033.901367,6.384431,40.402264,17.841812,-25.337393,0.000000,4.733511,-0.662692,0.481431,0.000000,-0.181261,-81.000000,-0.877725,-11.217118,2.105074,0.000000,-9.112043,0.038739,-10.912044,-1.000069,-7.907567,-1.494686
195310.000000,1000.000000,1031.361572,6.371111,40.317978,6.216608,-26.669012,0.000000,3.814259,-0.533996,0.480668,0.000000,-0.053328,-84.400002,-2.790600,-11.425316,2.095473,0.000000,-9.329843,0.166672,-11.129843,-0.997293,-8.535548,-1.427307
195330.000000,1000.000000,1028.578735,43.737873,56.119743,4.871556,-28.125616,0.000000,1.610009,-0.225401,0.480346,0.000000,0.254945,-87.200005,-4.950698,-11.514903,2.083723,0.000000,-9.431180,0.474945,-11.231180,-1.017280,-9.060394,-1.364300
195350.000000,1000.000000,1026.349487,3.053988,28.434278,23.958479,31.291121,0.000000,0.749922,-0.104989,0.480196,0.000000,0.375207,-90.200005,-6.185067,-11.762092,2.072521,0.000000,-9.689570,0.595207,-11.489571,-1.024405,-9.497852,-1.309897
195370.000000,1000.000000,1025.244873,3.050227,28.399265,66.876999,64.910156,0.000000,1.182484,-0.165548,0.479959,0.000000,0.314412,-90.800003,-7.580201,-11.650772,2.055877,0.000000,-9.594894,0.534412,-11.394895,-0.951290,-9.780095,-1.266193
195390.000000,1000.000000,1025.553223,1.165424,46.846607,162.817627,-1.492857,0.000000,2.219103,-0.310674,0.479516,0.000000,0.168841,-93.599998,-10.413031,-11.646175,2.043993,0.000000,-9.602182,0.388841,-11.402183,-0.874169,-9.935727,-1.244786
195411.000000,1000.000000,1025.714966,11.096843,25.663492,168.013779,-35.603256,0.000000,1.727095,-0.241793,0.479153,0.000000,0.237360,-93.200005,-14.197216,-11.060391,2.027403,0.000000,-9.032989,0.457360,-10.832989,-0.803960,-10.048358,-1.233264
195430.000000,1000.000000,1025.094727,-9.159803,32.310047,108.754562,17.239998,0.000000,1.334633,-0.186849,0.478899,0.000000,0.292051,-92.599998,-18.043100,-10.437966,2.013237,0.000000,-8.424729,0.512051,-10.224730,-0.760315,-10.185591,-1.232122
195450.000000,1000.000000,1025.269531,-9.154353,32.290825,89.276237,-4.112357,0.000000,1.876385,-0.262694,0.478524,0.000000,0.215830,-92.599998,-20.719528,-10.063266,1.998861,0.000000,-8.064405,0.435830,-9.864406,-0.656344,-10.207560,-1.256447
