flight,axis,left,right,rms_diff_deg,mean_diff_deg,p95_abs_diff_deg,max_abs_diff_deg,final_diff_deg
4,roll,current_kp10_ki0,current_kp10_ki002,0.005763033667670702,0.0044337721956326705,0.010257242827827582,0.027532746467489044,0.027532746467489044
4,pitch,current_kp10_ki0,current_kp10_ki002,0.04884554397507182,-0.04662446243539397,0.07056889701551006,0.08528411538949454,-0.01995982495399362
4,roll,wide_kp10_band020,current_kp10_ki002,0.3949642244733405,0.11031286289803258,0.8550564928750655,2.0748957579718352,-0.03196846536248188
4,pitch,wide_kp10_band020,current_kp10_ki002,0.2973614108739795,-0.03750428948960655,0.7000665191550426,1.2245268304796362,0.019065108132211073
4,roll,wide_kp10_band050,current_kp10_ki002,0.18323779892711894,-0.05621204394649452,0.43085678734363964,0.9810681100638892,0.01090437855030224
4,pitch,wide_kp10_band050,current_kp10_ki002,0.13550020076667768,0.01059006112018544,0.32534841495996214,0.6980197225058049,-0.005647876549400355
5,roll,current_kp10_ki002,madgwick_imu,1.2458035577767876,0.24876234572047737,1.9964540486562066,13.390388903002819,0.008405018948902221
5,pitch,current_kp10_ki002,madgwick_imu,0.737114589653503,-0.0789236821122402,1.6035327993736126,2.655717412893342,-0.051205373689225286
5,roll,current_kp10_ki002,ekf_rp,1.0463668600997234,-0.07104486398784879,2.2277527537743773,5.159371556689443,-0.10478607738408208
5,pitch,current_kp10_ki002,ekf_rp,1.2744002087131874,0.10581923486664607,2.6101035898187757,3.496921720916477,0.44894764440030444
5,roll,madgwick_imu,ekf_rp,1.3476440066464364,-0.31980720970832616,2.171703505786135,13.671666546187831,-0.1131910963329843
5,pitch,madgwick_imu,ekf_rp,1.474909289165404,0.18474291697888626,2.6908179049503715,5.280823634160138,0.5001530180895297
5,roll,bf_gate_kp025_ki0,current_kp10_ki002,2.5183033635195957,1.2145461171372431,5.275826291801443,8.55612191587501,0.07368363053918481
5,pitch,bf_gate_kp025_ki0,current_kp10_ki002,5.417933466890908,-4.4792256147649425,10.848530755614222,14.979647217445574,-0.7490191981859635
