param_name,file,window,mean_abs_roll_err_deg,mean_abs_pitch_err_deg,mean_abs_rp_err_deg,yaw_tail_slope_abs_dps,conv_time_s,acc_weight_mean
"kp=1.400,ki=0.020",04150000.csv,first_static,0.026003048931673316,0.023894334600964136,0.024948691766318726,0.00014667772585597264,5.273,0.9945709142802315
"kp=1.400,ki=0.020",04150000.csv,last_static,0.04638709102469245,0.034682509995231835,0.04053480050996214,7.837956627534415e-05,,0.9950697292409005
"kp=1.400,ki=0.020",04150000.csv,dynamic,,,,,,0.9892580660143357
"kp=1.400,ki=0.020",04150008.csv,first_static,0.08059085917197975,0.08953381911276635,0.08506233914237304,0.003332164903998886,5.1930000000000005,0.9929051779401374
"kp=1.400,ki=0.020",04150008.csv,last_static,0.02202382517539345,0.01537442634469375,0.0186991257600436,0.0015375009258985631,0.9550000000000125,0.994341379095503
"kp=1.400,ki=0.020",04150008.csv,dynamic,,,,,,0.5132168522619641
"kp=1.400,ki=0.030",04150000.csv,first_static,0.023398472928512114,0.024087114859180574,0.023742793893846342,0.00016312304752936834,3.212,0.9945709142802315
"kp=1.400,ki=0.030",04150000.csv,last_static,0.04638335559810511,0.03472575372172244,0.04055455465991377,0.0001079581242308775,,0.9950697292409005
"kp=1.400,ki=0.030",04150000.csv,dynamic,,,,,,0.9892580660143357
"kp=1.400,ki=0.030",04150008.csv,first_static,0.0705047290962009,0.09220928481915636,0.08135700695767863,0.002621906217677919,4.942,0.9929051779401374
"kp=1.400,ki=0.030",04150008.csv,last_static,0.017183183855261273,0.016447760280173983,0.016815472067717628,0.0008300110309069165,0.9110000000000014,0.994341379095503
"kp=1.400,ki=0.030",04150008.csv,dynamic,,,,,,0.5132168522619641
