I0,I1,I2,I3,I4,I5,I6,I7,I8
-1.000000,0.000000,89.000000,1.117350,0.309757,1.181755,0.388697,0.093607,-0.022706
0.000000,0.000000,91.000000,0.441707,-0.057871,0.798917,0.098286,0.037004,0.004242
0.000000,0.000000,87.000000,-0.299511,0.197549,0.005911,-0.015249,-0.025092,-0.014481
0.000000,0.000000,88.000000,-0.513911,1.019643,-0.426416,0.647484,-0.043053,-0.074744
0.000000,0.000000,92.000000,-1.239246,0.442222,-0.896358,0.813934,-0.103819,-0.032417
0.000000,0.000000,88.000000,-1.584693,-0.334088,-1.419024,0.013703,-0.132759,0.024490
0.000000,0.000000,85.000000,-1.142019,-0.102653,-1.440986,-0.348665,-0.095674,0.007525
1.000000,0.000000,86.000000,-0.919252,0.645134,-0.969699,0.303950,-0.077011,-0.047291
2.000000,0.000000,90.000000,-1.124651,0.902812,-0.941629,0.855554,-0.094219,-0.066180
0.000000,0.000000,87.000000,-2.023141,0.299913,-1.618290,0.574363,-0.169490,-0.021985
0.000000,0.000000,84.000000,-2.033128,0.599521,-2.062732,0.453621,-0.170327,-0.043947
0.000000,0.000000,89.000000,-2.107734,0.290308,-2.131694,0.495853,-0.176577,-0.021281
0.000000,0.000000,89.000000,-1.405976,0.182208,-1.782141,0.237077,-0.117787,-0.013357
2.000000,0.000000,89.000000,0.067518,0.366712,-0.702447,0.224199,0.005656,-0.026881
0.000000,0.000000,91.000000,1.916667,1.240111,1.065073,0.821877,0.160570,-0.090905
0.000000,0.000000,88.000000,2.500466,1.400982,2.344806,1.404110,0.209479,-0.102697
-2.000000,0.000000,86.000000,2.128600,0.585324,2.383187,1.051142,0.178325,-0.042906
-1.000000,0.000000,87.000000,1.777871,-0.419255,1.941858,0.039096,0.148943,0.030733
0.000000,0.000000,85.000000,2.460190,-0.527276,2.081939,-0.570583,0.206104,0.038651
0.000000,0.000000,85.000000,3.094635,0.079569,2.877130,-0.168720,0.259256,-0.005833
-2.000000,1.000000,84.000000,2.230298,-0.381575,2.761618,-0.043084,0.186845,0.027971
0.000000,0.000000,83.000000,0.767649,-1.150119,1.460953,-0.802728,0.064310,0.084308
0.000000,0.000000,87.000000,-0.312702,-1.186462,0.089553,-1.292085,-0.026197,0.086972
0.000000,0.000000,85.000000,-0.550074,-0.306686,-0.475253,-0.799876,-0.046083,0.022481
0.000000,0.000000,85.000000,-0.677147,0.920222,-0.561601,0.384822,-0.056729,-0.067456
0.000000,0.000000,89.000000,-1.138309,1.200496,-0.970232,1.087990,-0.095363,-0.088001
0.000000,0.000000,85.000000,-1.094566,1.092752,-1.165321,1.200066,-0.091698,-0.080103
0.000000,0.000000,86.000000,-0.341405,0.724490,-0.717171,0.917863,-0.028602,-0.053108
0.000000,1.000000,84.000000,0.370393,0.327814,0.083908,0.496367,0.031030,-0.024030
0.000000,0.000000,91.000000,1.026554,0.246322,0.722169,0.266276,0.086000,-0.018056
0.000000,0.000000,84.000000,1.011950,-0.277040,1.085847,0.049206,0.084777,0.020308
0.000000,1.000000,88.000000,0.228153,-1.002381,0.656566,-0.681540,0.019114,0.073478
0.000000,1.000000,92.000000,-0.319822,-0.848160,-0.163157,-1.068366,-0.026793,0.062173
