I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13
527237.000000,1.222812,-4.235522,-21.833336,-36.802349,0.000000,-25.476795,-73.570732,-192.375748,-9.678783,0.000000,3.569731,-1.045022,4.276829
527238.000000,-0.337951,-4.256377,-15.673705,-36.805092,0.000000,-27.647896,-73.203789,-182.223572,-9.682260,0.000000,3.570488,-1.072315,4.294974
527239.000000,-1.311233,-4.256377,-11.780577,-36.807152,0.000000,-33.305649,-73.203789,-159.592560,-9.710188,0.000000,3.570294,-1.105195,4.312268
527240.000000,-1.451217,-4.253079,-11.207448,-36.809113,0.000000,-41.245205,-72.688889,-125.774734,-9.711898,0.000000,3.570017,-1.145873,4.328233
527242.000000,-0.832274,-4.253079,-13.683220,-36.813900,0.000000,-49.558125,-72.688889,-92.523056,-9.744281,0.000000,3.570450,-1.194713,4.342712
527243.000000,4.983555,-4.273410,-37.027863,-36.828049,0.000000,-67.016464,-90.986015,-95.878204,-9.761261,0.000000,3.579014,-1.318221,4.366661
527244.000000,9.229401,-4.386397,-54.463188,-36.831425,0.000000,-74.089523,-90.008087,-63.674255,-9.761717,0.000000,3.589062,-1.391702,4.376130
527245.000000,12.280827,-4.386397,-66.668892,-36.843090,0.000000,-76.937492,-90.008087,-52.282379,-9.770866,0.000000,3.601864,-1.468280,4.384260
527246.000000,13.514448,-4.572601,-72.348198,-36.845810,0.000000,-75.927368,-88.941238,-52.055481,-9.771208,0.000000,3.615663,-1.544109,4.391411
527247.000000,12.859032,-4.572601,-69.726532,-36.858013,0.000000,-72.633163,-88.941238,-65.232300,-9.782623,0.000000,3.628603,-1.616938,4.398025
527248.000000,10.304991,-4.734813,-60.159214,-36.860611,0.000000,-68.199570,-87.950714,-79.004578,-9.783181,0.000000,3.638836,-1.685611,4.404721
527249.000000,6.490555,-4.734813,-44.901470,-36.868469,0.000000,-64.155876,-87.950714,-95.179352,-9.799837,0.000000,3.645207,-1.750321,4.412063
527250.000000,3.011739,-4.799439,-31.244713,-36.871853,0.000000,-62.214024,-87.058075,-99.376205,-9.800616,0.000000,3.648068,-1.813132,4.420143
527252.000000,0.952077,-4.799439,-23.006063,-36.879906,0.000000,-62.437469,-87.058075,-98.482422,-9.835085,0.000000,3.648860,-1.876172,4.428276
527254.000000,-3.602519,-4.761219,-4.634800,-36.888653,0.000000,-63.715225,-85.278442,-86.252869,-9.854599,0.000000,3.642608,-2.067366,4.438558
527255.000000,-4.627715,-4.761219,-0.534014,-36.888744,0.000000,-64.125717,-85.278442,-84.610901,-9.869406,0.000000,3.638109,-2.131530,4.437793
